	CFS: CD4 (S2,S4,S6) - TA (S1,S3,S5) - Healthy: CD4 (S8) - TA (S7)
AHI1	-0.598791600000002
SEPTIN11	-0.5976863999999988
DMRTC1B	-0.5973321
GSTM4	-0.5967617999999995
TUBG2	-0.5963620000000001
MGAT3	-0.596097
MSH6	-0.595825600000012
C17orf75	-0.5951354999999987
NUP62CL	-0.5939325999999996
NSUN3	-0.5938320999999993
KCNRG	-0.5938130000000001
C12orf60	-0.5926213
MARCO	-0.5926119000000001
CDK6	-0.5920679999999994
USF2	-0.5917263000000021
TRPS1	-0.5913622747000007
KRR1	-0.5911299999999997
ZNF182	-0.5910100000000007
PPP1R27	-0.5909827000000001
RRAGC	-0.5909220000000003
PLCB2	-0.5908679999999986
GNB1L	-0.5908308999999967
RCN3	-0.590296851195
TRUB2	-0.5899360000000016
PTP4A1	-0.5892399999999995
PNPLA7	-0.5887428216883401
LRRC2	-0.5882959999999999
UCHL3	-0.5877680000000001
ERICH6B	-0.5877238000000002
HPD	-0.5873083000000001
IPPK	-0.5870399999999998
ARAP3	-0.5856821
SPPL3	-0.5854799999999898
CENATAC	-0.5853668000000027
E2F4	-0.5848258125000019
ARRDC1	-0.5834244880000057
RIMS2	-0.5830447
RUNDC3B	-0.5829806000000002
SLC7A7	-0.5825783720000001
ZNF181	-0.5821199999999997
NEK8	-0.5816184899999999
SREBF2	-0.5815439999999996
TMEM9B	-0.5814949999999968
ANTXRL	-0.581279
GYPE	-0.5812293
BLK	-0.5811291000000001
ZNF823	-0.580301
LDHC	-0.579491
SMIM22	-0.5794054999999999
ZNF346	-0.5788380000000002
EXOC3L1	-0.5785523662714
ZNF428	-0.5773359999999998
BRSK1	-0.577075
FAR2	-0.5759449437877526
RBM27	-0.575887
OR3A2	-0.575128
CYP27B1	-0.5742548000000002
ZNF19	-0.574049200000001
MYZAP	-0.5738835069799999
TINF2	-0.5737868061135742
EXOC8	-0.5737500000000004
MROH8	-0.5737164000000003
LGR4	-0.5736143
DRD4	-0.5731981
DNAJB5	-0.5730800000000003
PRADC1	-0.5729979999999997
SCN1B	-0.57235288
ANKRD39	-0.571822
HECTD1	-0.5705236000000085
AATF	-0.5704467199999925
SORBS1	-0.5700183513499999
WDR17	-0.569827917135
TMTC3	-0.5693859999999998
RHBG	-0.5681277554290001
SPACA7	-0.5676855999999999
AAMDC	-0.5674256989671171
VPS50	-0.5658506999999995
LRRC70	-0.5655927
RAB24	-0.5637767765790009
FEN1	-0.5631979999999999
PTOV1	-0.5629255999999998
OR2F1	-0.5612025000000003
ATP8B4	-0.5602634
ZNF525	-0.5593900000000058
ZNF74	-0.5585150000000008
CDRT15	-0.558132
NEURL4	-0.5574347939999997
MS4A2	-0.5574235
ELL	-0.556546
LAMA5	-0.5563190599999999
DGAT2	-0.556229566
AP4B1	-0.5560117637000026
NUMBL	-0.5556130836010003
ZNF532	-0.5555437690450002
PIR	-0.555436
CCDC61	-0.5548709999999986
PDGFRA	-0.553991
MIS18BP1	-0.5525223000000032
ADM2	-0.552442
POP7	-0.551169
SLC15A3	-0.5505524700000001
FBXO36	-0.550449
TPH2	-0.5503950000000002
CSE1L	-0.55023
TCF7L1	-0.5494460000000005
TFCP2	-0.5473499999999998
SDF4	-0.5473319999999999
ACKR2	-0.5464205000000002
LRRCC1	-0.5462219000000004
TAOK2	-0.5461400000000003
PRMT9	-0.5460899999999995
CRACDL	-0.54576398
C21orf62	-0.5454270999999999
INO80B	-0.545099
C11orf1	-0.544571000000003
GMEB2	-0.5440102
C14orf178	-0.543673
BOP1	-0.542632
MYBBP1A	-0.5426283641900049
A4GALT	-0.5423418000000001
RAP1GAP2	-0.5420774999999999
SCNN1A	-0.5413510999999998
SEPTIN4	-0.5410860898599992
SMURF1	-0.5407686000000016
CUEDC2	-0.5404019999999998
AMN	-0.5403425000000002
GCAT	-0.5402387
PROC	-0.5394619999999999
BACE1	-0.5384992700000001
ATP2C2	-0.5383612099999999
EFCAB14	-0.538081
ZNF682	-0.5380114030000005
PLXNB2	-0.53772274111231
TRMT2B	-0.5376290000000026
ZFP69B	-0.537541
KRBA1	-0.5374265005000001
PFKFB1	-0.5368134999999999
FN3K	-0.5367863168
TRIR	-0.5349288163300017
SMC5	-0.5346480000000011
DRD3	-0.534298
CASD1	-0.5336490899999999
HIGD1C	-0.5332349999999999
SUSD6	-0.5308860000000002
STX6	-0.5307490000000001
TIRAP	-0.5307179999999967
FSD1L	-0.5302311581849999
OSGIN1	-0.5301384
ALDH3A1	-0.5300035
CALCRL	-0.5299788998590118
VPS26B	-0.5290701999999996
RRP1B	-0.528858
TRABD2A	-0.528731999999998
CASZ1	-0.5283516999999998
PI16	-0.5283449999999998
SLC6A16	-0.5279180700000006
ATP6V0A1	-0.5272337329219989
PLEKHO2	-0.5271999999999999
MSI2	-0.5270489509999994
SS18L1	-0.5270111
CNNM4	-0.526828
ZNF562	-0.5248200000000001
ZBTB45	-0.5243964999999999
TCAIM	-0.5242429912881956
FGD6	-0.5234045
STARD9	-0.5222344999999999
FCHO1	-0.5208781824449389
GLB1L	-0.5204292358000002
RTN2	-0.5201972665000001
CBLB	-0.5195155090714039
FBXW10	-0.5190383
C1orf174	-0.5188910000000001
HHLA2	-0.51879999898825
MYO1D	-0.5176746000000002
USP28	-0.5174340103669088
LGALS7B	-0.517262
TBK1	-0.5165958000000006
WWC3	-0.51616
MBTPS2	-0.5161371999999997
CREBRF	-0.5160789999999906
SLC7A8	-0.5157073862547997
CLMP	-0.5154273969140002
DCN	-0.5152380000000001
PXDN	-0.5152259999999999
ZNF837	-0.5148300000000008
C19orf67	-0.5147097
DMAP1	-0.5144159999999971
PROSER1	-0.5139770000000004
ZWINT	-0.5137918999999997
GRIP1	-0.5132318000000002
SLC1A2	-0.5124946000000001
TRAPPC13	-0.5122654700000027
RP1L1	-0.512077
PPIAL4A	-0.5118149999999999
KCTD5	-0.511573
CCDC125	-0.5109075700180008
PKP3	-0.5106379000000001
USP53	-0.510310999999998
C4BPB	-0.5102262
NGEF	-0.5101912999999999
BRCC3	-0.509022411472003
NUDT8	-0.5089895
CDH13	-0.5083358
HAGHL	-0.5081555000000002
SEMA3C	-0.50792069
PLEKHG5	-0.507920099654319
SUFU	-0.507842
TRMO	-0.5074329999999989
GID8	-0.5063800000000005
BEND5	-0.5063627000000004
ATG2A	-0.5058550004028532
CNKSR2	-0.5055340475340477
ARVCF	-0.5053728722665483
TPK1	-0.5047013999999983
NEFL	-0.5041456
QPCT	-0.50406
FAH	-0.5037937000000003
CFAP299	-0.5035754000000002
PUS7L	-0.5035240000000023
KRT72	-0.5034232999999999
KDM8	-0.5030815999999998
TSPAN4	-0.5011205905000001
GINS1	-0.4992139
PCTP	-0.4991564999999999
SDCBP2	-0.49838367935000005
TAS2R43	-0.49801789999999996
PIANP	-0.49794700000000003
SEMA4C	-0.49789450000000013
DTX3L	-0.49770299999999995
RAB15	-0.4972145517679709
INMT	-0.49706
KLHDC8B	-0.49658320000000017
FN1	-0.49637540075892017
PPARD	-0.49632529999999997
KBTBD11	-0.4954860000000001
GSTM5	-0.4944425999999999
DENND2B	-0.4932391999999999
ELAC2	-0.493052146969994
ZFC3H1	-0.4929613999999951
SPRED3	-0.49277099999999996
SUZ12	-0.49220830000000015
AKAP17A	-0.49219999999999864
DERL3	-0.49173789999999995
XCR1	-0.49168999999999996
MAST1	-0.49159699999999984
PRDX4	-0.49104099999999995
FCGBP	-0.4905584
MXRA8	-0.49046166999999996
XKR9	-0.49028429973813287
TACC1	-0.4897881940000133
ATP13A3	-0.4894457000000001
MEOX1	-0.4890810000000003
C3orf18	-0.488931
KIAA1614	-0.4884622
TSNAXIP1	-0.48791860000000004
IDI1	-0.48761000000000365
BCL7A	-0.48735799999999996
BIRC3	-0.4871364000000007
PDCD11	-0.4869822000000017
PCSK4	-0.4867127795072
CTRL	-0.48652475633269987
EEF1AKMT3	-0.486422000000001
ARMC9	-0.4863234
CFAP74	-0.48579919999999976
NR5A2	-0.4847813
DDX43	-0.4842287
ERV3-1	-0.48387000000000313
HSD11B1L	-0.48316499999999873
KLHL15	-0.4831300000000005
RAB3IL1	-0.482906
WDTC1	-0.4822550000000003
CPAMD8	-0.4812308999999999
MTA1	-0.4802642903129999
CCDC152	-0.48016000000000036
ZNF615	-0.47959043559999515
MEIS3	-0.47882487515138
ADGRB2	-0.47862121014351994
PPP3CA	-0.47832399698166395
CCDC74A	-0.47720901929
LRP1	-0.47669
GSTM2	-0.4740933000000007
CEPT1	-0.4718440116211049
H6PD	-0.47149099999999944
IPP	-0.47120299999999915
METTL1	-0.4711674999999995
KLHL13	-0.47081948848370014
PLIN5	-0.47044550000000007
PAM16	-0.4697073999999972
FAM124B	-0.4690612000000001
SNX16	-0.4689760349999994
ALPK3	-0.468257
FAM189B	-0.4682235978638196
SCYL1	-0.46777700000000166
SSR2	-0.467585000000005
DNAJB4	-0.46631800000000023
CATSPERE	-0.4657411000000001
FYB2	-0.465264
IKZF4	-0.4646121999999995
ERCC6	-0.46448
SLC41A2	-0.4640701
IFT74	-0.4625170012807507
B4GALNT3	-0.46247659999999985
ZNF841	-0.4613149999999995
FBXL22	-0.461263
CENPA	-0.46064607260000007
ZNF502	-0.4604419999999998
MCTP2	-0.46010537000000085
MLLT1	-0.460089
RTN4IP1	-0.45911899999999994
MAMDC4	-0.4589738000000001
BORCS7	-0.458359999999999
UBIAD1	-0.4581390000000001
KCNQ4	-0.4577917000000001
SGO1	-0.45760865890000013
OR10G2	-0.457367
TXNL4B	-0.45701399999999914
GPAT2	-0.4567930430814009
MTMR6	-0.45620700000000003
UPK1A	-0.4559328
GTF2B	-0.45433699999999977
OGN	-0.45394
ATAD5	-0.4536775999999998
MAMSTR	-0.453654
HARBI1	-0.45301299999999856
KIF15	-0.45225169999999987
GAREM1	-0.45069670000000006
EDA2R	-0.4491573063911761
PRKCZ	-0.4476171999999998
LRP3	-0.4472035999999999
GRTP1	-0.44607529999999995
C4orf19	-0.4455845300000001
DIPK1A	-0.4454809863304998
CDKL2	-0.44499679999999997
S100A3	-0.44415589999999994
FAM168A	-0.4433389999999999
TFAP2E	-0.442131
ERBB2	-0.4419654000000002
ST18	-0.44188791
CFH	-0.44130249999999993
EVI5	-0.44100172400000004
ALS2CL	-0.4400084965925999
HYAL1	-0.439239
C2orf92	-0.4391425166008007
OASL	-0.4386700000000019
HSD17B11	-0.43805799999999984
NRBP2	-0.43752194547091
ZC3H10	-0.4370112554030001
TTR	-0.43685260000000004
OVOL3	-0.43680289999999994
CDC26	-0.436687
LCOR	-0.43623457309500147
CACNB2	-0.43596060000000003
ARHGAP8	-0.43562778311500006
HOXB3	-0.43541664
C16orf86	-0.4351050000000001
TRIB1	-0.4349451000000001
DNA2	-0.43459168000000015
ELMO2	-0.43453639399999844
SLC9A7	-0.433672499814848
KANK2	-0.4325690000000001
DHX37	-0.43198840000000005
KDM7A	-0.43179359999999994
LBX2	-0.4315594999999999
ACVR1C	-0.43134280000000014
RINL	-0.4307105100000044
PUS1	-0.4306720000000013
GALC	-0.43048029895263173
PMS1	-0.4304657824920941
TRIM17	-0.4302291800000001
POLR3B	-0.43011500000000014
DOCK11	-0.42960500000000046
USP5	-0.4294490000000124
DNLZ	-0.42883699999999997
TRIM74	-0.4287529999999997
EPC1	-0.4285980000000045
PSMC3IP	-0.4280503
TNFRSF19	-0.4279070000000001
DMGDH	-0.42785589999999996
ZNF774	-0.427579
SPATA9	-0.4270225
MAP2K7	-0.42619350000000034
NEK10	-0.4256553740800002
CYP4B1	-0.42455
PIPOX	-0.4244890000000001
GFRA2	-0.424017
ICOSLG	-0.4237223000000001
CPLANE1	-0.42322703691597996
KRTAP16-1	-0.4227828
MRLN	-0.4225964
CLCC1	-0.4211279999999995
CHEK1	-0.4209831999999999
CPEB2	-0.41960639910799985
GBGT1	-0.4190974999999999
CDC25A	-0.41854000000000013
TEX30	-0.4179915799999989
SYCE1	-0.41780279000000015
SLC18A2	-0.4175759
NRIP1	-0.41735399999999956
CLCN2	-0.4173150361750001
ISLR2	-0.4168457
KLC3	-0.41677070000000005
ERVMER34-1	-0.4162330000000001
MEGF11	-0.41564959999999984
GDF15	-0.4156243
MDGA1	-0.41537579999999996
CASP14	-0.41507099999999997
GLYATL1	-0.41501579999999993
PRKCG	-0.41481
GAGE12F	-0.414785
JAK1	-0.4146269999999994
WFDC11	-0.41457289999999997
MAJIN	-0.4144922
ETDC	-0.413728
NIPA1	-0.4135347000000005
SYT4	-0.41324890748459997
APOL4	-0.41258868999999976
L2HGDH	-0.41243100000000066
RUFY4	-0.4123548
KLHL29	-0.4120982999999999
S1PR4	-0.412088
KIF20A	-0.41144155000000004
COL18A1	-0.41072249999999993
PPIAL4C	-0.410137
STK35	-0.40994999648509994
MMP11	-0.40942448000000004
MPIG6B	-0.40938366952891997
HYAL4	-0.40904549999999995
UGGT2	-0.40860329999999995
SCN1A	-0.4080554300000001
L3MBTL4	-0.40796550000000015
CEP126	-0.4075054
ALOX15	-0.4074934
MORN4	-0.40653800000000007
RAG2	-0.405785
MGAT5	-0.4050450000000003
ZNF251	-0.40441049000000096
MORN3	-0.4032099999999996
GPR152	-0.40320700000000004
ATRN	-0.40288000000000057
ABCD1	-0.40274109999999996
TIPRL	-0.4023000000000003
FAM126A	-0.40198400000000056
SRSF1	-0.4014530000000036
OMA1	-0.4014249999999997
GINS3	-0.4012437999999996
GDPD4	-0.40097099999999997
TSPAN32	-0.4007625000000017
PLEK	-0.40065700000000004
SDF2L1	-0.40058099999999996
EIF5B	-0.40025329999999926
SGPL1	-0.39999019999999996
MYBPC2	-0.399695
DIP2A	-0.399542999999996
RAB25	-0.39919
IZUMO2	-0.3991630000000001
CCNB2	-0.3989622
TPRN	-0.3986459
C12orf43	-0.39860700000000193
HK2	-0.3985600000000001
LINS1	-0.3983120000000042
FBP1	-0.397537
NPIPB9	-0.39747199999999994
SUCLG2	-0.3973896999999995
KIR3DS1	-0.39656209532999953
PDILT	-0.3964594
FKBP9	-0.39640220000000015
BLOC1S5	-0.3961440000000014
SFXN2	-0.3959550000000007
OR2L13	-0.39593092
MAP3K15	-0.3958016999999999
C2CD3	-0.39555771262689987
TBC1D3B	-0.3951593
MFSD9	-0.39498309999999925
NIPSNAP3A	-0.394519
CCDC153	-0.39425
GPX2	-0.39424587
FAM135A	-0.394143424830002
HSPA12A	-0.39412860000000016
DLEU7	-0.3939680000000001
CENPM	-0.3937021999999928
SPIN2B	-0.3934739999999959
ZNF658	-0.39330540000000025
TNS2	-0.39237079999999996
PROCA1	-0.3918610173999999
PDK3	-0.3915199999999981
FAM222B	-0.39125000000000004
RMI2	-0.39079571999999985
INAVA	-0.39065140000000004
TRPV6	-0.3905042400000002
RPS19BP1	-0.3901600000000003
AP2A1	-0.3899666001378881
GFOD1	-0.38957299999999995
CBL	-0.38836919999999964
PAX8	-0.3880727001355001
RAD54L	-0.3874092035748301
KCNMA1	-0.3874073699999999
CLTRN	-0.38561599999999996
VWA5B1	-0.38490599999999997
LIMK2	-0.38466595329999986
PLG	-0.38414109999999996
PEX11G	-0.3839247
P2RX3	-0.382773
GOLGA8Q	-0.38264760000000003
NAA40	-0.38226950000000004
VSIG2	-0.38207539999999995
SASH1	-0.38201098736869993
DNAH5	-0.381728
ATP2A1	-0.38161140000000005
BANK1	-0.38149609999999995
SHISAL2A	-0.3814650000000004
HRH2	-0.3809973000000002
MAGED4B	-0.3808828299146092
CHURC1	-0.38068999999999775
GAS8	-0.380201
IQCC	-0.3795940000000002
CDC20	-0.379552
ATP2A2	-0.3792709000000003
SCAMP5	-0.37875473224500006
SPEGNB	-0.378274
JOSD1	-0.3777550000000005
FAM153B	-0.3776843999999997
PARP4	-0.37739200000000006
SLC19A2	-0.37703240000000005
PPP3R1	-0.377016
SNAP47	-0.3770100000000003
AKAP1	-0.37692679970130527
C16orf71	-0.37625
SPIRE2	-0.37623459999999986
CD302	-0.37581297212199993
POLM	-0.3757809999999999
CDH3	-0.3757493
GAN	-0.37568654
C1S	-0.37455539999999987
ZBED9	-0.37318689
AJM1	-0.37277699999999997
WFDC12	-0.37270500000000006
SEC24A	-0.37229500000000026
PDLIM7	-0.37188020999999993
MGME1	-0.37182699999999924
ADIPOR2	-0.3714862000000002
GALNT12	-0.371417
ZNF862	-0.3713207999999999
CTIF	-0.37113611600000007
RNASE10	-0.3710899999999999
TMSB15B	-0.37100940000000016
FXYD7	-0.3707519000000006
CRYGS	-0.3701560000000001
CCDC146	-0.36980526000000014
GORASP1	-0.3688947000000091
PTPRK	-0.3686713540000002
ZNF223	-0.3686210533000003
GRHL1	-0.36767869000000003
DEPDC7	-0.36666880000000024
NRIP3	-0.36660000000000004
ARL17A	-0.36576654958780086
ETFDH	-0.36575300000000066
GPRC5A	-0.36539489999999997
CHST10	-0.36304200000000003
HYAL3	-0.3626157497528997
CPS1	-0.36250908
TUBB2B	-0.36248953300000003
DTX3	-0.36191080000000087
TSKS	-0.361855
RSAD1	-0.36092999999999886
RNPC3	-0.3592489999999948
CYGB	-0.35919140000000005
AP1M2	-0.3589394
PMFBP1	-0.358165
NDRG4	-0.35787760000000013
TIMM21	-0.35727699999999984
AIM2	-0.35690299999999997
ZFY	-0.35682910000000007
ZRANB1	-0.3567909999999994
TMEM132A	-0.35624359079999995
LMNB2	-0.35617199999999993
ADAM29	-0.3556749
REEP1	-0.3555414999999999
ZNF789	-0.35528789999999777
MSH3	-0.35488600000000003
TENM1	-0.35486736970000005
DLGAP5	-0.3547410999999999
DIAPH2	-0.3546544566500005
CES3	-0.35458962999999977
SUSD1	-0.3544735108700001
CLIC4	-0.35354969999999997
CABYR	-0.35321939160744
CNTNAP3	-0.35240622985000014
FGF17	-0.35239
TSSK3	-0.3520964
CAPZA2	-0.35192159999996875
KIF2A	-0.35137000000001706
PREX1	-0.3509840000000002
DPF3	-0.3504590999999999
CRB3	-0.3504179999999999
CNTD1	-0.349605
IRGQ	-0.3495100000000002
PPM1F	-0.3494594000000002
ANPEP	-0.34920819
PANK1	-0.3491909999999999
NEBL	-0.34894006056000004
ANKRD34A	-0.348450645
LRRC6	-0.34831593354199997
EXTL2	-0.34681794516600006
CIT	-0.3466358156429998
PKIG	-0.3465330023989992
C12orf40	-0.3463706999999999
CR1L	-0.3454062
COMT	-0.34518749528000114
GINS2	-0.345142
NT5M	-0.34411973409880015
CERKL	-0.3437625999999999
OAZ3	-0.3435577000000001
DNAJC6	-0.3435519
PRSS21	-0.3430025617400001
KLHDC10	-0.34272899999999984
ELN	-0.3422841999999998
PIP4P2	-0.34190478999999563
MAK	-0.34177799999999997
TCF4	-0.3417592151959461
SENP1	-0.3413952935029201
MPHOSPH8	-0.34114500000000003
ATP6V0D2	-0.340656
CAPN12	-0.34063329849800095
TMOD1	-0.3396651261265
CEP290	-0.339423
CD37	-0.3393699774000076
PRKCD	-0.33916700000000155
UGCG	-0.3388779999999998
NCAPG2	-0.3387776998633223
LAMP1	-0.338487
ACMSD	-0.3382674
SMAD1	-0.3379806799999997
KHDRBS3	-0.3379219
RBM18	-0.3374900000000025
IQSEC3	-0.33732148
EML1	-0.33697374999999996
ETV5	-0.3359811999999999
UCK2	-0.3359443
ZMYND12	-0.33593326999999995
ADORA2B	-0.33571300000000015
OXCT1	-0.3352139999999999
ASB6	-0.3350460000000002
STAM2	-0.3347858450000003
AKAP8	-0.33469499999999996
DCDC2B	-0.33392199999999994
CTAGE4	-0.33362070000000005
REXO5	-0.33265737248817995
DCDC1	-0.3320762389377001
NUDT13	-0.3314580370000004
PADI2	-0.33128148999999996
CTTNBP2NL	-0.330746
SCAMP3	-0.33060999999996454
NRG4	-0.3304032
AKAP12	-0.33035020000000004
DGAT1	-0.33013459999999384
EFNA3	-0.32964245132
NUPR1	-0.329288
ACACA	-0.3291834144205401
ITGA7	-0.32884254559799997
SEMA6A	-0.3285772978219999
CYB5D1	-0.32815799999999984
BCL2L14	-0.32788480000000003
TAS2R31	-0.32735559999999997
ZC2HC1A	-0.3269389999999994
PDK2	-0.32653655866499776
UPK2	-0.325164
CGA	-0.325107
TEX15	-0.3249949
MOK	-0.32434109038370007
INSR	-0.3243183
SNX9	-0.324229
P2RY14	-0.3234642
UNC5CL	-0.323291
RECK	-0.3226370000000003
KCNH1	-0.3225458005344999
RNF115	-0.3211499999999998
OCM	-0.320836
ZSCAN10	-0.3206527
WWTR1	-0.3206370877221
CLCN5	-0.3205776
HBB	-0.3204114
CLSPN	-0.32027560000000005
NODAL	-0.3198491
NR1I2	-0.319844899743867
PKD1L2	-0.31979790000000013
NAV3	-0.31968050000000003
SAMD1	-0.31940000000000013
UBLCP1	-0.31883999999999996
AEN	-0.31867299999999954
MSMP	-0.3184260000000002
SEMA3A	-0.3182818
ATP5MGL	-0.3181694
C6orf132	-0.317781
UTP15	-0.3177659999999971
ZNF185	-0.3177289999999997
PSAT1	-0.317478
WDR24	-0.3164950000000001
DNHD1	-0.31645956746322956
ALDH1L2	-0.31638970000000005
KISS1R	-0.315528
CDH9	-0.31530739999999996
ZNF215	-0.31512684999999985
NPEPL1	-0.3150680999999995
CEACAM19	-0.3149702
MKI67	-0.31492041000000004
CBFA2T3	-0.31477132299999994
CYLC2	-0.314411
RRP7A	-0.31431999999999505
PACSIN3	-0.314179
SLC25A41	-0.31412000286216
MARVELD3	-0.3132715991558739
EMP1	-0.3130484
REPS2	-0.31293261
ANKRD22	-0.312817
LRRC17	-0.3125863
NBPF26	-0.31234991820949976
EMID1	-0.312035609751
PLOD3	-0.3112491000000004
SOX30	-0.311171
AIFM1	-0.31061870000000014
MKS1	-0.3102100000000001
CCNYL1	-0.30990432058999995
TMEM63B	-0.30935429999999986
HEATR1	-0.30911050000000007
ZNF66	-0.3089340000000007
KIT	-0.308929
RPA4	-0.3088518
DST	-0.3077614571647998
GAPVD1	-0.30691319480000345
BTBD19	-0.30676689999999995
RBM48	-0.3064
TGS1	-0.30639399999999994
CDH18	-0.3062695
CNTN2	-0.3060744999999998
PKMYT1	-0.30559709999999995
AHDC1	-0.30528097532779985
FAM71E1	-0.304905
NLRP12	-0.30465289999999995
ATM	-0.30433638425
FSCN1	-0.3041915
ACYP1	-0.30406000000000155
ZNF630	-0.3039302180000001
VANGL1	-0.3039041063777699
ALOXE3	-0.30385010000000007
CIDEC	-0.30367
NINJ2	-0.30325300000000155
PLK5	-0.302671
FAM149B1	-0.30256289999999986
PRRT2	-0.30246461200000013
RYK	-0.30241529999999806
WAPL	-0.3023600000000002
AXIN1	-0.3023114000000011
PLEKHG6	-0.302207
ITGA2	-0.30207349318066
ANLN	-0.3020322999999998
EIF2B2	-0.30162899999999127
HSFX1	-0.30156
EFCAB6	-0.3013269999999998
CENPJ	-0.300895
ASIC3	-0.3007939
LY86	-0.300716
PREPL	-0.3007120000000043
IL1RL2	-0.30061
EXOSC7	-0.30052959999999906
SNCA	-0.30037511299999997
PSME4	-0.300286100000001
MINPP1	-0.300169
IL20	-0.2999549999999999
TCTN3	-0.299870766218004
MYO1C	-0.299536301645829
SLC5A11	-0.29884989999999995
SH2D6	-0.2982100000000001
NAT14	-0.2979919000000003
NEURL3	-0.29798920000000007
FBLIM1	-0.2979806
TTLL6	-0.297852
CRACR2B	-0.2974513
SLC35E4	-0.2966688999999999
GUCY1A1	-0.29622056274737996
FAM20B	-0.29594299999999985
PHLPP2	-0.2958328000000008
CACNA1I	-0.2956169697066997
ADAMTS1	-0.2953414
UNK	-0.29516599999999826
BUD13	-0.295141
PTTG1IP	-0.29429499974033435
RDH8	-0.294126
ZDHHC23	-0.2936513999999999
DUSP29	-0.293644
TRIO	-0.2932300899999998
C15orf65	-0.292912
MOSMO	-0.29279659999999996
TYW1B	-0.29251550000000004
PGF	-0.291502991
ARHGAP23	-0.29140785
HCFC1	-0.2903920000000001
SH3D21	-0.28999129999999995
PRR4	-0.2892123255200012
BMF	-0.28906922852999983
RBMS3	-0.2890372200000002
ERMAP	-0.28875399999999996
MAP3K9	-0.2882450000000001
HERC1	-0.28807079999999985
GZMK	-0.28805700000000023
EME1	-0.28690859999999996
OR2A5	-0.28681679999999987
MIGA1	-0.2866219999999977
CYP2W1	-0.286606
C2orf81	-0.2865263490940011
AGAP6	-0.2863929999999999
GRB7	-0.2863592
ADNP2	-0.28630819999999996
EXD2	-0.2860656000000015
LACC1	-0.2852093
UNC45A	-0.2842017091379958
TP53TG5	-0.2841606
PPP1R1C	-0.28408519999999987
GOLGA8R	-0.2840198
VSTM2L	-0.2838055
GABRB3	-0.2833821999999999
PRSS53	-0.28301780493420003
MAP6	-0.2829922
PYGM	-0.282911
ADAT3	-0.28256
OR2A1	-0.2816396
MYLIP	-0.2813400000000006
KRTAP10-2	-0.281285
CCDC14	-0.2806601999999998
TMC1	-0.28056340712
RGL3	-0.28056000000000003
PPP2R1B	-0.28055500000000677
ZNF784	-0.2805462
CDKN2B	-0.28046800000000005
RSPH10B2	-0.28046649999999984
ZMYND10	-0.28042409999999995
DMRTC1	-0.2803941000000001
SPATA21	-0.279799
NEK5	-0.2796579999999998
CPT1B	-0.27964152329999914
HMBS	-0.27887585574351026
GYPA	-0.2784078701110001
RGPD8	-0.27805820800000003
C1QTNF9B	-0.2769321
HUS1B	-0.27652600000000005
PHETA2	-0.276385
PRELID2	-0.27613049999999983
RIMBP3B	-0.2757410000000001
OR1L8	-0.2755548
F8	-0.27555350000000045
FAM83A	-0.2755518
FKBP10	-0.2753654
KASH5	-0.275266
LYSMD1	-0.274668
ZNF98	-0.2745824
LIMS2	-0.27413990000000155
PPARG	-0.27409399999999995
NIPAL1	-0.2736040000000001
MYH11	-0.2732746785789
CCDC66	-0.273259000000003
MAP3K21	-0.2732177
VNN3	-0.2731929999999999
MAB21L4	-0.2731644999999999
GATA6	-0.2731036
TMC7	-0.2730851
MARVELD1	-0.2730435
ADGRG5	-0.2729176310000002
HID1	-0.2725320420323998
DCUN1D3	-0.27247499999999975
PRRG2	-0.272004
FPR1	-0.2718381
STAMBP	-0.27154200000000006
MELTF	-0.2715256
UPK3A	-0.270772
PAWR	-0.2705980000000002
SHISAL2B	-0.2698719
OGG1	-0.26985132270901246
SLC6A8	-0.26979200000000003
XYLT1	-0.2695810000000005
SH3YL1	-0.2694678383978104
KIF6	-0.26935516999999976
PYCR1	-0.26923451172760005
KPNA3	-0.26844799999999996
C19orf38	-0.26841
TCL1B	-0.268352
MKRN3	-0.26809800000000006
ZSCAN12	-0.2680420000000012
FANCE	-0.26797000000000026
TMEM198	-0.26781299999999997
MYO1A	-0.2675395744188
KANK3	-0.2674232000000001
HIVEP1	-0.2670365344941734
BIN3	-0.2669162223337267
CNDP1	-0.26648043
BACE2	-0.26559971
LSMEM1	-0.26559000000000005
ASMT	-0.2645191000000001
NPAS3	-0.26434183
C11orf91	-0.264073
TBC1D2	-0.2640660008773581
ZNF628	-0.2636426
C10orf82	-0.2628750000000001
AK1	-0.26286899999999996
CCDC69	-0.26205599999999407
CSMD1	-0.26197589
CFAP20DC	-0.2619702000000002
MSMB	-0.261896
CASQ2	-0.26144300000000004
MSX2	-0.2610576
POLQ	-0.2610056
SYT15	-0.2608759999999999
SFT2D1	-0.2600717320000001
ZGRF1	-0.25973390924899986
ATP13A4	-0.25867691999999987
RXRA	-0.25835585000000005
THRSP	-0.2583471
ADORA1	-0.2582337
RAB26	-0.25815640000000006
NOTCH3	-0.25741
PPIAL4D	-0.257059
RAD17	-0.25671133603938046
POMGNT1	-0.2562684000000006
BCAS2	-0.25595000000000034
PPEF2	-0.25580999999999987
ITGB4	-0.25569187918000025
HAUS8	-0.2556659999999997
C1orf127	-0.25531745991049987
SLC35F3	-0.2548621000000002
CNTNAP3B	-0.2546586
ZNF714	-0.25431772624202864
PARVA	-0.2541721
