	CD4 minus TA in CFS vs CD4 minus TA in Healthy
ZNF281	-0.6602400000000017
METTL3	-0.6598355000000069
PCOLCE	-0.6585462999999998
TCF7L1	-0.6585007
CRY1	-0.6581699999999984
PPP1R32	-0.6578028000000002
VMP1	-0.6558679999999981
PIAS3	-0.6550660001977491
ZCWPW2	-0.6544950999999999
NUDT17	-0.6543319989356498
C2	-0.6537430299999998
IRF2BPL	-0.6535699999999993
EXOC8	-0.6534599999999999
PNMA8B	-0.6531537000000001
TCFL5	-0.6531499999999992
HACE1	-0.6527439809999986
UBR5	-0.6520593489150013
NAV3	-0.6517424000000003
CRYBG3	-0.6516830000000001
DNTTIP1	-0.6511110000000002
HSD11B1L	-0.6501105541599994
MAGED4	-0.6499934
RAI1	-0.6496015582588996
TMPRSS13	-0.6489331
PNLIPRP1	-0.6475532
CENPA	-0.6469507037
CCDC61	-0.6466969999999996
WDR20	-0.6465388945680104
CALHM2	-0.6463800000000077
KLHDC9	-0.6461290000000001
H2AC20	-0.6461000000000006
PFKFB1	-0.6458361
PLXNA1	-0.6456042499999999
CRAMP1	-0.6445452000000005
EIF4ENIF1	-0.6439330000000005
UST	-0.6433480000000005
PPIL1	-0.642972799999999
MROH1	-0.642831600000001
CCDC71	-0.6427359999999999
DMD	-0.6426238000000002
NRAS	-0.6423999999999985
VASH2	-0.6410281
USB1	-0.640698399999998
C7orf50	-0.6401037711999962
MBNL3	-0.6399779999999993
FOXJ1	-0.6386621000000001
ZNF774	-0.6385958568999999
PLK4	-0.6385648665190105
ZNF114	-0.6381797
POU6F2	-0.6380700000000001
KIAA1217	-0.6371113746700002
SAA2	-0.6370749
IRAK4	-0.6365959383871171
TAF5	-0.6358599999999992
MLLT11	-0.6332999999999998
KLF16	-0.6327342999999999
STXBP3	-0.6326430000000016
SPACA7	-0.632388
HDAC11	-0.6313890860045017
RILPL1	-0.6311528000000002
SPP2	-0.6300239999999999
GART	-0.6298255999999967
ASMTL	-0.6296186999999946
KDM6B	-0.6291590000000002
RSAD2	-0.6287689999999997
ADAM22	-0.628272099
GPRIN3	-0.6278999999999986
GNG7	-0.6271675000000001
SLC43A1	-0.6267254536949984
AXIN1	-0.6248670000000001
SPDYE21	-0.6248259999999999
NUDT6	-0.6244654000000001
MYEOV	-0.6244389000000001
NRCAM	-0.6243295999999997
ARMC9	-0.6241201000000001
SH2B2	-0.6238389999999999
ZSCAN23	-0.6233651
CCT6B	-0.6227388999999999
YWHAG	-0.6227200000000002
C9orf64	-0.622039899999999
MYBPC2	-0.6219241
TAOK1	-0.6215742999999998
ZNF497	-0.6215219999999997
SLC11A1	-0.6207091975567001
RIMBP3	-0.6204899999999993
GKAP1	-0.6200447999999987
DCN	-0.61907987
ERI1	-0.6190309999999997
CDC25A	-0.6188254
USP21	-0.6187960399999994
BMF	-0.61780536827
CYBRD1	-0.6176397999999997
KIF3B	-0.6173300000000004
KIR2DL3	-0.6168814674211
SMARCD2	-0.6168739999999815
ZGRF1	-0.6167534719880434
TSKS	-0.6154204
HCRT	-0.614486
NUP62CL	-0.6120488000000002
CYP7B1	-0.6116647
POLA2	-0.6102749999999997
MS4A3	-0.6097998
C3	-0.6091791999999999
TFAP2E	-0.6088210000000001
VKORC1L1	-0.6087440000000006
TMTC3	-0.6069260000000001
KLHL29	-0.6069093000000001
DNAJB12	-0.6069069999999996
ZNF181	-0.6067199999999957
TRPV1	-0.606102
C22orf15	-0.6059567499999998
ARMCX1	-0.6043389999999998
GTSF1L	-0.6037349999999999
SPATA25	-0.6019876
GHRL	-0.6008199967985803
IZUMO4	-0.6007187000000002
ERICH6B	-0.6006456
HPR	-0.6002137999999999
MLLT1	-0.5989609999999999
RECQL5	-0.5985700000000023
BCDIN3D	-0.5981699999999979
PHF2	-0.5972744000000008
WDR17	-0.597100124638
CXADR	-0.5970679999999999
KRBA2	-0.5956500000000009
THOC6	-0.5954359999999994
MFSD13A	-0.5944699999999994
ZBTB41	-0.5943400000000008
EMC7	-0.59365600000001
HPD	-0.5932957000000001
PFKM	-0.5927571143000003
CD200R1	-0.5923190000000034
IL1RL2	-0.591765
RUNDC3B	-0.5911336000000001
MARS2	-0.590860000000001
FAM200A	-0.5904200000000017
RLBP1	-0.5896164
GINS1	-0.5888653
OSGIN1	-0.5884551000000001
SMIM22	-0.5873531000000001
PPIAL4C	-0.587349
PDCD1LG2	-0.5872859999999998
ITPRIP	-0.5872600000000041
FSD1	-0.5872146260180001
KIR3DL2	-0.5861116730999998
XCR1	-0.5860685
DUSP29	-0.586004
RAB3IL1	-0.5859759999999998
C4BPB	-0.5857789999999999
IMPA1	-0.5847290000000029
DNAJB4	-0.5844300000000011
DERL3	-0.5843188
DNHD1	-0.5837758750934603
MCF2L	-0.5835729003598726
HARBI1	-0.5834970000000013
ANTXRL	-0.583017
PDE8B	-0.5825647074984599
HLF	-0.5820600000000011
SSX2IP	-0.579472599999999
VPS50	-0.5792646829059969
ZNF318	-0.5792202999999985
ADM2	-0.579124
BFSP1	-0.5787769
BRSK1	-0.5785762999999998
ZNF625	-0.5773455000000001
RIMS2	-0.576767
HSPH1	-0.5764279000000059
RNF123	-0.575787431000002
RCN1	-0.575703088
IMMP2L	-0.5755759999999999
CETN3	-0.575174999999998
FAM153B	-0.575069
NOMO3	-0.5744359140600004
FCHO2	-0.5743410000000002
PABPC3	-0.573457
FHL2	-0.5731850522137001
FZD9	-0.5728500000000001
TRIM2	-0.5728265000000006
KLF8	-0.5727548370000002
SORBS1	-0.5725699
RPUSD4	-0.5723209697146885
MBTPS2	-0.5711967999999992
GPALPP1	-0.5710495714699988
COMMD1	-0.5708485190000019
ZMYND12	-0.5686586800000002
C21orf62	-0.5671864
GZF1	-0.5671569998656105
TRMT61B	-0.5662920000000042
SACS	-0.5662395496380004
PRRT2	-0.5659094365000001
ALDH4A1	-0.5654988000000001
NAF1	-0.565239
DISP2	-0.5648302
NUF2	-0.5645410784399996
ZNF778	-0.5644599999999986
REEP6	-0.5644324411310002
EXOSC10	-0.564319999999995
NCKAP5L	-0.5631595000000003
LAMA5	-0.5631113200000001
LMO7	-0.5625218986999982
MS4A2	-0.5620141
CES3	-0.5619416749999997
RBM15	-0.5615559999999995
EPAS1	-0.560499300161716
SNX16	-0.5597194418000013
NAB1	-0.5582151549999992
ARHGAP11B	-0.557983653
PIGG	-0.5574570000000065
DHX29	-0.5568209999999993
PDGFRA	-0.55579
YPEL2	-0.5554819000000002
STX1A	-0.5552229175192998
KRBA1	-0.5545244106000002
CHRNB1	-0.5538120000000006
NUMBL	-0.5536309212939998
LYPD5	-0.5527313
PAX8	-0.552649153949835
ZNF419	-0.5510581213820966
SPATA5	-0.5508959999999998
JOSD1	-0.5506100000000025
RHBG	-0.5485823996999999
ELN	-0.5484658
AKAP6	-0.5480904
MMP24OS	-0.5479108000000004
VPS37A	-0.5475009999999969
SPIRE2	-0.5456064000000003
MBD2	-0.5455926831000113
ASIC3	-0.5454484
LRRC70	-0.5451402999999999
ZNF572	-0.5439590000000002
GJB6	-0.5434110000000001
MAP2K7	-0.5419641999999998
FUT2	-0.5415890000000001
CMTM2	-0.541578
ICA1	-0.5412251395000016
PROC	-0.540172
S100A3	-0.5399224999999999
ACKR2	-0.5398662000000001
ATP2C2	-0.5389913699999999
YY1	-0.5386549999999986
GNRH1	-0.5373220999999999
TPRN	-0.5372037999999999
CNDP1	-0.5371403599999999
HIGD1C	-0.537031
KCTD14	-0.5360985
DNAJB5	-0.5351682000000002
HDAC1	-0.5349620000000357
ALDH3A1	-0.5347891033
VARS1	-0.5343763737079996
WDHD1	-0.533875000000001
PLIN5	-0.5336518000000001
USP5	-0.533496999999997
ALOX15	-0.5309545
DNTT	-0.5299929999999999
RXFP4	-0.5299590000000001
RRS1	-0.5296000000000021
FAM160A2	-0.5291000000000015
NAB2	-0.5289100000000007
CABLES1	-0.52847700508291
DRAM1	-0.5281833000000011
CRTAM	-0.5279120000000002
DPF3	-0.5277337000000001
WNT7A	-0.5277010000000022
NR5A2	-0.527659
RIC3	-0.5275416999999996
C7orf61	-0.527218
NOMO1	-0.526411329894966
NTN5	-0.5259418000000001
SEPTIN4	-0.525470807562
PUSL1	-0.5252419999999987
MMP11	-0.5249979999999999
TSC22D1	-0.5237582100000004
PAGE5	-0.523574
GTF2H5	-0.5218500000000006
PPP1R27	-0.5208428
RBFOX2	-0.5200501280600002
MSANTD3	-0.5196057299999985
LGALS7B	-0.519596
DHRS4L2	-0.5195533999999995
SCGB3A1	-0.519445
FBXW10	-0.5191010000000001
ORC6	-0.5190014000000001
PSMB11	-0.5182178
DHX32	-0.5179679999999998
NEBL	-0.5170880876700001
MGARP	-0.516869
ZBTB11	-0.5167860000000033
EXOC3L1	-0.5163643699248
KLHL15	-0.51613
XKRX	-0.5161157999999999
NGEF	-0.5158905
SAMD1	-0.5157180000000001
SLCO4A1	-0.5156413
SCARF2	-0.5148459997781583
MX2	-0.5138260000000088
ABCA9	-0.5136274000000001
PKP3	-0.5130277
ARVCF	-0.512649021602603
ZFP3	-0.5125100000000002
KIAA1614	-0.5124650000000002
CFAP299	-0.5124581000000001
ALOXE3	-0.5114984
TMEM8B	-0.5110460999999993
ERVW-1	-0.5108930000000003
ZNF621	-0.5104958399999999
MON2	-0.5103267455000022
PUS7L	-0.5101899999999961
PRKCG	-0.5098633
SRR	-0.5098319999999985
ZRANB3	-0.5096707162195204
ARHGEF12	-0.5093490300520531
FAM20B	-0.5078487999999997
CIT	-0.5077132005371959
NUSAP1	-0.5076284280000003
FNIP2	-0.5064850000000019
HHLA2	-0.506379999352125
BTBD1	-0.5057100000000077
TSPAN18	-0.5055287999999987
NHLRC1	-0.5051940000000003
PRR19	-0.5044713000000001
TXNDC11	-0.504052999999999
NIPAL1	-0.5040378000000001
SDCBP2	-0.5035564152199996
SIAE	-0.5034632603200002
ARHGAP8	-0.502943664251
PPIAL4A	-0.5024299999999999
ARSG	-0.5022579999999977
C8orf58	-0.5017950999999989
FN1	-0.5017107036617472
VNN2	-0.499733200000005
KLHL13	-0.49924389603485
SASS6	-0.4991699999999999
MSH5	-0.49914647096100007
ZSCAN31	-0.4984794602610001
PTGES2	-0.4983414569999951
PCNX4	-0.49805800000000033
LGR4	-0.49744932126999997
ERLIN2	-0.4973480000000001
CLPB	-0.49723316399999984
TAS2R43	-0.4971463
PCSK4	-0.49578418127979984
FICD	-0.49515199999999826
EHD3	-0.49504000000000037
C1orf52	-0.4949199999999969
SFRP5	-0.494698
GPAT2	-0.4942504712222995
LDHC	-0.493734
C4A	-0.4933314981118851
ANKRD23	-0.49239357892000024
GGCX	-0.4913320849799998
RP1L1	-0.490904
MAPKAPK2	-0.490896199999999
IKZF4	-0.49013170000000006
SPRED3	-0.48960060000000005
SRSF4	-0.4889190000000099
ERBB2	-0.48761121087920034
XRCC2	-0.487498
MEOX1	-0.4873701744240002
C11orf96	-0.48549260000000005
NUDT13	-0.4853602984934795
C3orf52	-0.48494365000000017
ZYX	-0.4844110000000086
XPNPEP1	-0.4837896339999972
ROR2	-0.482155
SLC19A1	-0.48213619999999935
PDILT	-0.481936
CERT1	-0.48107500204198317
NUFIP1	-0.4804599999999999
CASP14	-0.4803673
CYTH1	-0.48023870000002944
RAD51AP1	-0.4790352000000003
FBXL22	-0.4788650000000001
TMEM272	-0.4777523
ALPK3	-0.4776321
OTUD7B	-0.47698479999999965
CCDC6	-0.4759102000000004
ZC3H7B	-0.47585500000000014
RBP5	-0.4758506999999999
ZNF726	-0.47455559999999997
FGD1	-0.4743599999999999
NBPF26	-0.4741927023480006
UPK2	-0.47363000000000005
ITGA7	-0.4735709788311
NABP2	-0.4725521278000011
ZNF189	-0.4722630000000003
OR2L13	-0.47190200000000004
WDR90	-0.47149414841997395
ZFPM1	-0.47076699999999994
SENP8	-0.4707550000000005
PEX11A	-0.4704910999999994
MAST1	-0.47026120000000005
ZNF638	-0.470260701762399
IL21R	-0.46849000000000274
CDKN2B	-0.46845585999999995
TPCN1	-0.467618657026998
CDH13	-0.4666938999999999
EFL1	-0.46638129999999833
C20orf96	-0.4652919999999999
DBR1	-0.46508900000000253
LGALS12	-0.464906900300085
STARD9	-0.4637097000000001
ZNF221	-0.46241258046199984
UCK2	-0.4617089999999999
ECT2	-0.4612253455612496
SOX12	-0.4611979999999999
AMD1	-0.4610059981901884
POU3F1	-0.4596049999999998
PPP1R13B	-0.45901179999999986
SLC39A10	-0.4586551985000007
DMGDH	-0.45800740000000006
RBM27	-0.4572510000000003
OR10G2	-0.456598
SLC27A1	-0.4561125914282407
UPK1A	-0.455775
POU5F1	-0.45459710000000003
NPIPB13	-0.4542659883
ULBP2	-0.45296400000000003
KCNQ4	-0.4526538000000001
DOHH	-0.4520300000000006
INMT	-0.45081830000000006
LRP3	-0.45027649999999997
HYAL4	-0.4499131
FUT4	-0.44933999999999985
MGAT3	-0.4488251
BLOC1S4	-0.4486999999999881
ARHGEF35	-0.4486700000000001
EFCAB6	-0.44820780000000016
SCOC	-0.4479449999999998
H2AC21	-0.4476499999999999
UGCG	-0.4474500000000017
STK25	-0.4473496999999895
CFAP74	-0.4462953999999999
NEURL3	-0.44574819999999993
EVI5	-0.445666338
ENTPD7	-0.44562999999999997
SEMA3C	-0.44558290999999994
TMEM191C	-0.4449681000000003
TMEM125	-0.444078
FOXA3	-0.44358339999999996
PHOSPHO1	-0.4429144
GADD45G	-0.44267699999999977
CIDEC	-0.442577
MCM6	-0.441435311912997
ZRANB1	-0.44133800000000356
ERVMER34-1	-0.44085669999999944
CCDC62	-0.4408402371783001
EIF5B	-0.4400695999999993
OVOL3	-0.440018
KDM7A	-0.4398593000000002
AK7	-0.43954540000000014
TRIM17	-0.4387499204942
LKAAEAR1	-0.4381821
HOXB3	-0.4380321700000002
GRTP1	-0.4380161
SPRYD7	-0.4379272999999997
ALDH7A1	-0.43768134023858374
ASB12	-0.437326
CDK14	-0.43668019999999996
GNPDA2	-0.4363489999999963
LRIG2	-0.4362780000000015
FGD6	-0.4362531999999999
DUSP19	-0.43621600000000016
SOWAHD	-0.4356
TRIM74	-0.43542800000000004
ZC3HAV1L	-0.4350300000000007
METTL7A	-0.43426020379946006
CCDC15	-0.4333475869404386
NEK10	-0.43322975023
IPPK	-0.4328990000000008
ABCC4	-0.4323886000000001
C16orf71	-0.4320692033535001
CTNNBIP1	-0.43157399999999857
SCAMP5	-0.43051089521200003
ADGRB2	-0.4298570801492951
IFNLR1	-0.429829
SGSM1	-0.4297336912919998
DDX52	-0.42938456459999585
PTX3	-0.42899930000000003
CD72	-0.42881780000000047
CYP4B1	-0.428791
NBEAL1	-0.4287749999999999
MRLN	-0.4282747000000001
CATSPERE	-0.42711859999999996
STON1	-0.42601703522799994
VANGL1	-0.4255177506155796
ANLN	-0.4250071000000001
ZNF384	-0.42494300012957353
BEND3	-0.42474400000000007
THNSL1	-0.42463999999999835
LENG9	-0.4243512300000001
FBXW9	-0.42416199999999993
KRTAP16-1	-0.4238506
TSNAXIP1	-0.423412
PITPNM2	-0.4221333999999999
TRPV6	-0.4219988599999999
C17orf50	-0.4219927
COL18A1	-0.42146630000000007
SEMA3A	-0.42146120000000015
PMFBP1	-0.42132757332
PPIAL4D	-0.41984899999999997
RWDD4	-0.4196509999999982
KIF1B	-0.4194127942538901
DBX1	-0.41939
EML5	-0.418342
FARP2	-0.41829848453400054
H2BC17	-0.41798199999999996
FAM234B	-0.4179412
ZNF35	-0.4177193000000001
GDF15	-0.417585
GLYATL1	-0.41722159999999997
CKAP5	-0.4167580415732175
RAB23	-0.4162509999999997
RUFY4	-0.4156764
SYT4	-0.4155049
FAM151B	-0.4154847700000004
ZNF589	-0.41509599999999836
SCNN1A	-0.4150459999999998
NEIL1	-0.41503335722670043
SMYD3	-0.41497070000000136
DLEU7	-0.4148758414213999
SNAP29	-0.41461000000000325
MAJIN	-0.41451768405
WNT2B	-0.4142284
MDGA1	-0.41393697999999995
ITGA2	-0.4134906942314799
ZFP2	-0.41198979999999996
FSD1L	-0.41179387960632796
BBS4	-0.41178176273000133
MPIG6B	-0.411567382335978
MEGF11	-0.4114755999999999
SYCP2	-0.4108537998909294
MESD	-0.4107056
IZUMO2	-0.41034999999999994
KCNAB3	-0.41020949999999995
ETDC	-0.410197
SLC30A4	-0.4098729999999997
ZNF215	-0.40976568999999996
SFXN2	-0.40970199999999934
TM2D3	-0.40936200000000866
CEND1	-0.4084566199999999
GFRA2	-0.40844820000000004
CA8	-0.40792020000000007
RAG2	-0.407622
ATP6V0D2	-0.4071679999999999
C6orf132	-0.40676550000000006
NPIPB9	-0.40613600000000005
TNFRSF13C	-0.4059300000000001
IL1RL1	-0.40560594052099996
TPBGL	-0.40550929999999996
HSPA6	-0.40430099999999997
LARGE1	-0.4041371486503001
GDPD4	-0.4035270000000004
MAP3K15	-0.4032943
GPR152	-0.403131
KANK2	-0.40313050000000006
GATA6	-0.40310219999999997
ME1	-0.4029229999999999
TMEM31	-0.40272449999999993
SMURF1	-0.40253610000000073
MAGED4B	-0.4024547343345799
HOXB7	-0.40228200000000025
CR1L	-0.4019457
ZSCAN10	-0.40148569999999995
TMEM234	-0.40133589719900087
ICOSLG	-0.4012983
KLC3	-0.40085438790899985
ARHGAP11A	-0.4005315882242009
BUB1B	-0.40025796000000025
SLC5A5	-0.39982699999999993
SIRT1	-0.3992280956782963
CCDC78	-0.3985825827353001
FAM171A2	-0.3985410000000001
KCTD11	-0.39809599999999934
TRIO	-0.3975383401170869
DCDC2B	-0.39743400000000007
KCNA2	-0.39734776000000016
HAS3	-0.3969769
AHCYL1	-0.3962059999999923
BARX1	-0.396185
SLC7A8	-0.39553928325579996
ATG2B	-0.3952439999999995
PPP2R5A	-0.39501064462800173
ZNF253	-0.3946099999999966
NAA50	-0.3941567967939932
VWA5B1	-0.39407899999999996
LRRC42	-0.39384099999999833
EXD2	-0.393583500000001
LBX2	-0.3932762000000001
EVPL	-0.39308959999999993
ALPK1	-0.39303945000000073
RUFY2	-0.39302679999999857
TEPSIN	-0.39293200000000006
PRRC2A	-0.392129278189695
ZNF274	-0.39207900121288475
ZNF569	-0.3915590000000009
HRH2	-0.3915321999999999
HSD17B14	-0.39117818300000007
UGGT2	-0.3909385000000001
CDKL2	-0.3909290999999999
MAMDC4	-0.3905715000000002
GNA11	-0.3905021409999998
ISLR2	-0.3904232
CD24	-0.3902706
RTN2	-0.3897077000000001
KCNRG	-0.389446
UPF3A	-0.38895799999999525
CNR2	-0.38881300000000013
ZNF599	-0.38855499999999843
CPPED1	-0.3879059554636388
RAD54L	-0.38784421340420006
RAB26	-0.38738010000000006
CYGB	-0.3873568
RBM19	-0.387160999999999
INAVA	-0.3867901000000001
CHGB	-0.38650459999999986
SPC25	-0.38645299999999994
SPIB	-0.3860929999999999
PLG	-0.3860443000000002
NDRG4	-0.38563704499999996
EML1	-0.3855813199999999
TNS2	-0.38524780000000003
DNAH5	-0.3825456
PAGE2B	-0.382139
ATP2A1	-0.3819977
WFDC11	-0.38185499999999994
CACNB3	-0.38173470186050995
MLYCD	-0.3817331473599985
BMT2	-0.3814031999999994
TRAPPC10	-0.3813630300000028
TMED5	-0.3811002000000059
SLC35F3	-0.3809496000000002
BUB1	-0.3807652908000003
PACSIN3	-0.38068540000000006
GSE1	-0.3802866999270098
RMI2	-0.379581700000001
ZNF839	-0.37957540000000023
C21orf58	-0.3793530000000003
C8orf88	-0.37881999999999993
TRMT61A	-0.3782949999999987
ZNF513	-0.37809000000000026
NRBP2	-0.37801130977636
GOLGA8Q	-0.3772350799999999
GAB2	-0.37627880000000014
HIP1	-0.37613789976246803
TIMM17A	-0.3760159999999999
TMEM65	-0.37598
IGFBP6	-0.3756009
SLC35D2	-0.3755310000000005
TK2	-0.37536149999999946
ZXDA	-0.37509999999999977
FAM236A	-0.374504
SPON2	-0.37421099999999896
RAB15	-0.3737479999999995
SPEGNB	-0.373472
AMN	-0.3734101000000001
CLDN12	-0.3733452515500004
DHODH	-0.37332100000000157
KIF6	-0.3725039600000001
S100A13	-0.3721318000000001
GUCY1A1	-0.3719883673314101
WFDC12	-0.3716915
TAOK3	-0.37157999999999447
AJM1	-0.370058
BTBD19	-0.36886839999999976
CAPS	-0.3675065000000006
GPX2	-0.36739067000000003
FOXO4	-0.3670614000000003
LIPT2	-0.36651700000000176
C2orf68	-0.36313699999999827
KLHL32	-0.3629575110100003
CAPN5	-0.36286200000000046
SRRD	-0.3617920000000012
TRAPPC11	-0.3615457762899972
SASH1	-0.36117735360000003
TPH2	-0.3600869999999998
P2RX3	-0.35962000000000005
TEX38	-0.3593733
ZFY	-0.3592181
GPR137	-0.358762306900001
THAP10	-0.3587592
AP1M2	-0.35856679999999996
ZNF547	-0.3582416000000004
ZNF714	-0.35752107662878885
FAM9B	-0.35751975999999996
CPAMD8	-0.3570477000000003
IL5RA	-0.35685200000000017
RNF170	-0.35662899999999453
CD200	-0.3566185023999999
TMC7	-0.35654920000000007
TENM1	-0.3563692815
TRIM7	-0.3560634130000001
TPX2	-0.3560369999999997
C12orf40	-0.355955
CCDC153	-0.35539899999999985
ABRA	-0.3550991
LIMK2	-0.3535385110999911
CLP1	-0.353432999999999
TMA16	-0.3533640000000009
GINS2	-0.35304000000000013
CCDC14	-0.3529670972316561
CNTD1	-0.352916
CYP4F3	-0.3528037
C11orf16	-0.35225327000000006
PNMA8A	-0.35219301239000006
NOTCH1	-0.35217299999999996
ADAM29	-0.3508537
UPK3A	-0.3506273
CHCHD3	-0.35026879999998783
IQSEC3	-0.35024478
INSR	-0.348669
SLC66A2	-0.3480874000000007
B3GALNT1	-0.347832280241962
PRR4	-0.347396355279999
TRIP10	-0.34731280276599974
PHLPP2	-0.34660340000000067
PGM2L1	-0.34572999999999965
SPATA9	-0.34571659999999993
CCL27	-0.3452218
GET4	-0.34485480000000024
LRRC6	-0.34427014299500003
CAPN12	-0.3439372831889993
BAMBI	-0.343476471
TIMM8A	-0.34341
COL5A2	-0.3431082976043401
ZCCHC24	-0.3428709
GOLGA8H	-0.34283969999999997
TRAF4	-0.34266329999999945
LY75	-0.3421890000000012
GRB7	-0.3420739
GTF3C4	-0.34159000000000006
SMAP1	-0.34112200000000215
SUCLG1	-0.3406791000000098
DNAH6	-0.340379866144
TIAL1	-0.3401500996598976
RSPH10B2	-0.33985039999999994
ZNF675	-0.3385909999999974
FKBP9	-0.3361640999999999
SLC16A6	-0.33610571999999994
C1S	-0.33507069999999983
EPDR1	-0.3334465000000001
APOBEC2	-0.3334299999999999
ZBTB16	-0.3327679999999975
GOLGA8R	-0.33249089999999987
FAM243A	-0.33237
CGA	-0.3319461
CDH9	-0.3318102
HIF3A	-0.3315614
IRF2BP2	-0.3310999999999993
NFX1	-0.3310279999999963
ATP2C1	-0.33030042932386117
DCLRE1B	-0.33026799999999995
LTB4R2	-0.3296094999999999
CLSPN	-0.3295609999999999
ZNF185	-0.3293830000000002
NRG4	-0.32923810000000003
CBX2	-0.3289399
C17orf67	-0.32862800000000014
SEMA6A	-0.3281963278309999
CDK6	-0.327966
NUDT10	-0.32785410000000004
KLK2	-0.32782400000000006
ABCC10	-0.32779999999999987
CDON	-0.3277211
PTK7	-0.3276796948299999
RMND1	-0.32696500000000017
RBM48	-0.3267200000000088
STS	-0.32647800000000016
TBC1D3B	-0.3264087
RABEP2	-0.32622849999999914
SLC6A8	-0.32619999999999993
SLC25A43	-0.3245549999999997
PARP15	-0.32401200000000063
ITPRID2	-0.32377405470096265
CYLC2	-0.32348950000000004
DCDC1	-0.32332760000000005
KRT18	-0.323258430000001
TEX15	-0.3229644
VAMP4	-0.3226800000000054
FERMT2	-0.3222606396440001
HBB	-0.3215798
NR1I2	-0.3206677
ESCO2	-0.32051625000000006
APH1B	-0.3204480000000025
MSMP	-0.319713
C3orf49	-0.3196386
PTGIS	-0.31937879999999996
MAFK	-0.3192387000000001
UPK3B	-0.31918880380000014
NXN	-0.3191763999999999
TIGD5	-0.31915800000000005
TPRA1	-0.3189489729999977
CYP2W1	-0.3188182
OPRL1	-0.31870858558000004
ZBTB3	-0.3183479999999985
C16orf90	-0.318268
MRS2	-0.31794527000000095
HSFX3	-0.3178492
DKK4	-0.31752199999999997
FGD4	-0.31718880000000005
REC114	-0.3171581
BEX1	-0.317113
FTSJ1	-0.3163679895609022
GPRC5A	-0.31624323
PKD1L2	-0.31574499999999994
CBFA2T3	-0.3157414889999999
FAM124B	-0.3154967000000002
GAREM1	-0.31480028000000004
KCTD12	-0.31412600000000007
RNF227	-0.31403000000000025
ATP5MGL	-0.31368169999999995
SFN	-0.31352209999999997
NELFCD	-0.3134329999999892
VSTM1	-0.31324
C1QL1	-0.31285870000000005
TMEM132A	-0.31266557974
CEACAM19	-0.3125702
VSTM2L	-0.3125268
TMOD4	-0.3122799999999999
PADI2	-0.3119258
PLEKHG6	-0.31129799999999996
TMEM52B	-0.31015870000000006
ZNF841	-0.309202
TBPL1	-0.30886600000000186
TTC27	-0.30869800000000147
G0S2	-0.3076688000000001
MYO1A	-0.3076270786053
CEP57L1	-0.30732661226421065
REEP1	-0.3070714
SNX18	-0.30692700000000084
DGKE	-0.30685100000000176
NCAPH	-0.306694000000002
DGAT2	-0.3060035
RPA4	-0.3057478
FBXO41	-0.30555040162351965
NFAT5	-0.3053760285687739
DNAJC28	-0.3050672000000001
KLLN	-0.30505899999999997
AREG	-0.304886
IPO5	-0.30478639999999757
FAM78B	-0.3046954
PKMYT1	-0.30433549999999987
NOTCH3	-0.304067
HSFX1	-0.303789
RHOQ	-0.303324299999999
APOC1	-0.30328599999999983
C10orf82	-0.30250699999999997
RAB27A	-0.30239999999999156
DCAF8	-0.30164299999999855
IL20	-0.3010899999999999
DLG4	-0.29963029974786115
CNFN	-0.2996049999999999
ZC3H3	-0.29955059961858055
GON7	-0.29932999999999765
ZNF135	-0.298868802
GLUD2	-0.298733
ADAMTS1	-0.2985736
C2orf50	-0.298262
GFOD1	-0.29783500000000007
TTLL6	-0.2976432
CCNE2	-0.2972205999999997
ARAP3	-0.2971166999999999
OR2L8	-0.29709
MECR	-0.29691523430000366
SMIM13	-0.2965699999999991
WDR62	-0.29634018548289975
SLC5A11	-0.2962574000000001
CLDN5	-0.2958669999999999
TUSC3	-0.29558150000000005
HOGA1	-0.29525700000000005
CRACR2B	-0.2946518
PRSS53	-0.2936303170893
EIF3A	-0.2935780000000392
C9orf116	-0.2933150000000002
RDH8	-0.293127
PGF	-0.29283806599999995
TLR5	-0.2928080000000004
EIPR1	-0.29244709999999685
CSNK2A3	-0.2919372
HMBS	-0.2903914000000001
VRK1	-0.28972500000000423
POP1	-0.28966200000000075
AIFM2	-0.28950379999999987
ERBB3	-0.28855236146187524
CENPS	-0.2885189999999973
PTTG2	-0.28847010000000006
EME1	-0.2884149
CCDC74A	-0.2882293202699999
NCMAP	-0.28791900000000004
C14orf93	-0.2878224334000006
FAM131B	-0.2873438575899999
IGDCC3	-0.28720599999999996
RMDN2	-0.2871773080769997
ASAP1	-0.2868354000313289
URB2	-0.2866029999999995
ZSCAN12	-0.28644099999999995
PAQR7	-0.28636700000000004
UACA	-0.28583959999999986
PLIN1	-0.2856633
ZNF280B	-0.28498
SIAH2	-0.28489700000000084
KATNAL2	-0.28466040000000015
